game_id,date,home_club_id,away_club_id,home_club_goals,away_club_goals,home_avg_market_value,home_nationalities,home_avg_age,home_total_minutes,home_total_goals,home_total_assists,home_total_yellow_cards,home_total_red_cards,away_avg_market_value,away_nationalities,away_avg_age,away_total_minutes,away_total_goals,away_total_assists,away_total_yellow_cards,away_total_red_cards,result
4559306,2025-02-27,1304.0,1090.0,5.0,6.0,867647.0588235294,8.0,25.065990256472197,1320.0,2.0,1.0,5.0,0.0,4486666.666666667,7.0,23.789733059548254,1305.0,2.0,1.0,4.0,0.0,Away Win
2321032,2013-08-10,167.0,16.0,0.0,4.0,357142.85714285716,9.0,25.575828688765032,990.0,0.0,0.0,2.0,0.0,3287500.0,5.0,24.298816857338416,990.0,4.0,4.0,0.0,0.0,Away Win
2321070,2013-08-31,41.0,23.0,4.0,0.0,2900000.0,8.0,25.13789290791344,990.0,4.0,3.0,1.0,0.0,257692.3076923077,6.0,26.28975587497148,990.0,0.0,0.0,4.0,0.0,Home Win
2321084,2013-09-21,42.0,167.0,2.0,1.0,646428.5714285715,9.0,25.477852742739806,992.0,2.0,1.0,3.0,0.0,496428.5714285714,7.0,26.60702063166129,991.0,1.0,0.0,4.0,0.0,Home Win
2321089,2013-09-21,41.0,86.0,0.0,2.0,2882142.8571428573,7.0,25.55636287053125,990.0,0.0,0.0,2.0,0.0,421428.5714285714,9.0,25.654444118509826,990.0,2.0,2.0,4.0,0.0,Away Win
2321123,2013-10-06,4.0,41.0,0.0,5.0,836538.4615384615,7.0,26.363186437108407,990.0,0.0,0.0,1.0,0.0,5330357.142857143,8.0,25.11051440004212,990.0,5.0,3.0,0.0,0.0,Away Win
2321135,2013-10-26,27.0,44.0,3.0,2.0,3721428.5714285714,8.0,27.094553632541313,990.0,3.0,3.0,3.0,0.0,1148214.2857142857,9.0,25.2040676640266,990.0,2.0,2.0,4.0,0.0,Home Win
2321339,2014-04-26,533.0,24.0,0.0,0.0,2491666.6666666665,6.0,24.962354551676935,986.0,0.0,0.0,0.0,1.0,900000.0,6.0,27.03399498060689,990.0,0.0,0.0,4.0,0.0,Draw
2321349,2014-05-03,41.0,27.0,1.0,4.0,5164285.714285715,7.0,25.527329617678696,990.0,1.0,1.0,1.0,0.0,5384615.384615385,7.0,26.732796293371244,986.0,4.0,3.0,1.0,1.0,Away Win
2321658,2013-12-13,44.0,86.0,3.0,2.0,517857.14285714284,11.0,26.789087709005575,990.0,3.0,3.0,1.0,0.0,412500.0,7.0,25.89847136664385,990.0,2.0,2.0,2.0,0.0,Home Win
